rodada,algoritmo,RMSE
16,alpha0.3---w-1-1-1,0.78676
17,alpha0.3---w-1-1-1,0.78917
18,alpha0.3---w-1-1-1,0.78691
19,alpha0.3---w-1-1-1,0.78514
20,alpha0.3---w-1-1-1,0.78486
21,alpha0.3---w-1-1-1,0.78421
22,alpha0.3---w-1-1-1,0.79172
23,alpha0.3---w-1-1-1,0.7894
24,alpha0.3---w-1-1-1,0.79019
25,alpha0.3---w-1-1-1,0.79272
26,alpha0.3---w-1-1-1,0.78409
27,alpha0.3---w-1-1-1,0.7875
28,alpha0.3---w-1-1-1,0.77971
29,alpha0.3---w-1-1-1,0.79113
30,alpha0.3---w-1-1-1,0.78447
1,alpha0.7---w-1-0-1,0.78819
2,alpha0.3---w-1-2-0,0.78395
3,alpha0.3---w-1-2-0,0.78766
4,alpha0.3---w-1-2-0,0.78331
5,alpha0.3---w-1-2-0,0.78924
6,alpha0.3---w-1-2-0,0.78522
7,alpha0.3---w-1-2-0,0.79065
8,alpha0.3---w-1-2-0,0.78623
9,alpha0.3---w-1-2-0,0.79264
10,alpha0.3---w-1-2-0,0.78709
11,alpha0.3---w-1-2-0,0.79653
12,alpha0.3---w-1-2-0,0.78612
13,alpha0.3---w-1-2-0,0.79132
14,alpha0.3---w-1-2-0,0.79091
15,alpha0.3---w-1-2-0,0.78434
16,alpha0.3---w-1-2-0,0.78834
17,alpha0.3---w-1-2-0,0.79143
18,alpha0.3---w-1-2-0,0.78828
19,alpha0.3---w-1-2-0,0.78645
20,alpha0.3---w-1-2-0,0.78637
21,alpha0.3---w-1-2-0,0.78572
22,alpha0.3---w-1-2-0,0.79338
23,alpha0.3---w-1-2-0,0.79141
24,alpha0.3---w-1-2-0,0.79164
25,alpha0.3---w-1-2-0,0.79381
26,alpha0.3---w-1-2-0,0.78587
27,alpha0.3---w-1-2-0,0.78956
28,alpha0.3---w-1-2-0,0.78118
29,alpha0.3---w-1-2-0,0.79253
30,alpha0.3---w-1-2-0,0.78628
1,alpha0.7---w-1-0-2,0.7884
2,alpha0.3---w-2-0-1,0.78455
3,alpha0.3---w-2-0-1,0.78824
4,alpha0.3---w-2-0-1,0.78273
5,alpha0.3---w-2-0-1,0.78938
6,alpha0.3---w-2-0-1,0.78506
7,alpha0.3---w-2-0-1,0.79082
8,alpha0.3---w-2-0-1,0.78513
9,alpha0.3---w-2-0-1,0.79197
10,alpha0.3---w-2-0-1,0.78735
11,alpha0.3---w-2-0-1,0.79684
12,alpha0.3---w-2-0-1,0.78589
13,alpha0.3---w-2-0-1,0.79172
14,alpha0.3---w-2-0-1,0.79126
15,alpha0.3---w-2-0-1,0.784
16,alpha0.3---w-2-0-1,0.7885
17,alpha0.3---w-2-0-1,0.79046
18,alpha0.3---w-2-0-1,0.78881
19,alpha0.3---w-2-0-1,0.78708
20,alpha0.3---w-2-0-1,0.78652
21,alpha0.3---w-2-0-1,0.7861
22,alpha0.3---w-2-0-1,0.79305
23,alpha0.3---w-2-0-1,0.79104
24,alpha0.3---w-2-0-1,0.79195
25,alpha0.3---w-2-0-1,0.79462
26,alpha0.3---w-2-0-1,0.78572
27,alpha0.3---w-2-0-1,0.78906
28,alpha0.3---w-2-0-1,0.7813
29,alpha0.3---w-2-0-1,0.79275
30,alpha0.3---w-2-0-1,0.78642
1,alpha0.7---w-1-1-0,0.78808
2,alpha0.3---w-2-1-0,0.78424
3,alpha0.3---w-2-1-0,0.78796
4,alpha0.3---w-2-1-0,0.78294
5,alpha0.3---w-2-1-0,0.78947
6,alpha0.3---w-2-1-0,0.78517
7,alpha0.3---w-2-1-0,0.79074
8,alpha0.3---w-2-1-0,0.78572
9,alpha0.3---w-2-1-0,0.79227
10,alpha0.3---w-2-1-0,0.78721
11,alpha0.3---w-2-1-0,0.7966
12,alpha0.3---w-2-1-0,0.78585
13,alpha0.3---w-2-1-0,0.79195
14,alpha0.3---w-2-1-0,0.79122
15,alpha0.3---w-2-1-0,0.78418
16,alpha0.3---w-2-1-0,0.78846
17,alpha0.3---w-2-1-0,0.79102
18,alpha0.3---w-2-1-0,0.78852
19,alpha0.3---w-2-1-0,0.78679
20,alpha0.3---w-2-1-0,0.78654
21,alpha0.3---w-2-1-0,0.78615
22,alpha0.3---w-2-1-0,0.7931
23,alpha0.3---w-2-1-0,0.79159
24,alpha0.3---w-2-1-0,0.79194
25,alpha0.3---w-2-1-0,0.79439
26,alpha0.3---w-2-1-0,0.78583
27,alpha0.3---w-2-1-0,0.7897
28,alpha0.3---w-2-1-0,0.78114
29,alpha0.3---w-2-1-0,0.79271
30,alpha0.3---w-2-1-0,0.78675
1,alpha0.7---w-1-1-1,0.78789
2,alpha0.3---w-0-1-1,0.78401
3,alpha0.3---w-0-1-1,0.78775
4,alpha0.3---w-0-1-1,0.78347
5,alpha0.3---w-0-1-1,0.78889
6,alpha0.3---w-0-1-1,0.7848
7,alpha0.3---w-0-1-1,0.79084
8,alpha0.3---w-0-1-1,0.78573
9,alpha0.3---w-0-1-1,0.79225
10,alpha0.3---w-0-1-1,0.78714
11,alpha0.3---w-0-1-1,0.79659
12,alpha0.3---w-0-1-1,0.78623
13,alpha0.3---w-0-1-1,0.7904
14,alpha0.3---w-0-1-1,0.79092
15,alpha0.3---w-0-1-1,0.78422
16,alpha0.3---w-0-1-1,0.78791
17,alpha0.3---w-0-1-1,0.79055
18,alpha0.3---w-0-1-1,0.78829
19,alpha0.3---w-0-1-1,0.7863
20,alpha0.3---w-0-1-1,0.78625
21,alpha0.3---w-0-1-1,0.78539
22,alpha0.3---w-0-1-1,0.79341
23,alpha0.3---w-0-1-1,0.79056
24,alpha0.3---w-0-1-1,0.7913
25,alpha0.3---w-0-1-1,0.79381
26,alpha0.3---w-0-1-1,0.78547
27,alpha0.3---w-0-1-1,0.78868
28,alpha0.3---w-0-1-1,0.78127
29,alpha0.3---w-0-1-1,0.79255
30,alpha0.3---w-0-1-1,0.78557
1,alpha0.7---w-1-2-0,0.78815
2,alpha0.3---w-1-0-1,0.78458
3,alpha0.3---w-1-0-1,0.7883
4,alpha0.3---w-1-0-1,0.78276
5,alpha0.3---w-1-0-1,0.78918
6,alpha0.3---w-1-0-1,0.78494
7,alpha0.3---w-1-0-1,0.79087
8,alpha0.3---w-1-0-1,0.78514
9,alpha0.3---w-1-0-1,0.79196
10,alpha0.3---w-1-0-1,0.78738
11,alpha0.3---w-1-0-1,0.79697
12,alpha0.3---w-1-0-1,0.78604
13,alpha0.3---w-1-0-1,0.79132
14,alpha0.3---w-1-0-1,0.79122
15,alpha0.3---w-1-0-1,0.78395
16,alpha0.3---w-1-0-1,0.78841
17,alpha0.3---w-1-0-1,0.79038
18,alpha0.3---w-1-0-1,0.78882
19,alpha0.3---w-1-0-1,0.78705
20,alpha0.3---w-1-0-1,0.78655
21,alpha0.3---w-1-0-1,0.78595
22,alpha0.3---w-1-0-1,0.79318
23,alpha0.3---w-1-0-1,0.79072
24,alpha0.3---w-1-0-1,0.79186
25,alpha0.3---w-1-0-1,0.7946
26,alpha0.3---w-1-0-1,0.78559
27,alpha0.3---w-1-0-1,0.78879
28,alpha0.3---w-1-0-1,0.78137
29,alpha0.3---w-1-0-1,0.79271
30,alpha0.3---w-1-0-1,0.78616
1,alpha0.7---w-2-0-1,0.78817
2,alpha0.3---w-1-1-0,0.7837
3,alpha0.3---w-1-1-0,0.78745
4,alpha0.3---w-1-1-0,0.78274
5,alpha0.3---w-1-1-0,0.78897
6,alpha0.3---w-1-1-0,0.7848
7,alpha0.3---w-1-1-0,0.7903
8,alpha0.3---w-1-1-0,0.7856
9,alpha0.3---w-1-1-0,0.79207
10,alpha0.3---w-1-1-0,0.78678
11,alpha0.3---w-1-1-0,0.79622
12,alpha0.3---w-1-1-0,0.78559
13,alpha0.3---w-1-1-0,0.79124
14,alpha0.3---w-1-1-0,0.7907
15,alpha0.3---w-1-1-0,0.78388
16,alpha0.3---w-1-1-0,0.78803
17,alpha0.3---w-1-1-0,0.79085
18,alpha0.3---w-1-1-0,0.788
19,alpha0.3---w-1-1-0,0.78624
20,alpha0.3---w-1-1-0,0.78609
21,alpha0.3---w-1-1-0,0.78556
22,alpha0.3---w-1-1-0,0.79286
23,alpha0.3---w-1-1-0,0.79112
24,alpha0.3---w-1-1-0,0.79144
25,alpha0.3---w-1-1-0,0.79376
26,alpha0.3---w-1-1-0,0.78545
27,alpha0.3---w-1-1-0,0.78927
28,alpha0.3---w-1-1-0,0.78077
29,alpha0.3---w-1-1-0,0.79225
30,alpha0.3---w-1-1-0,0.78613
1,alpha0.7---w-2-1-0,0.78816
2,alpha0.2---w-0-1-2,0.80164
3,alpha0.2---w-0-1-2,0.80668
4,alpha0.2---w-0-1-2,0.80097
5,alpha0.2---w-0-1-2,0.80565
6,alpha0.2---w-0-1-2,0.80272
7,alpha0.2---w-0-1-2,0.80936
8,alpha0.2---w-0-1-2,0.80437
9,alpha0.2---w-0-1-2,0.80914
10,alpha0.2---w-0-1-2,0.80523
11,alpha0.2---w-0-1-2,0.81493
12,alpha0.2---w-0-1-2,0.80313
13,alpha0.2---w-0-1-2,0.80786
14,alpha0.2---w-0-1-2,0.80949
15,alpha0.2---w-0-1-2,0.80168
16,alpha0.2---w-0-1-2,0.80554
17,alpha0.2---w-0-1-2,0.80684
18,alpha0.2---w-0-1-2,0.8073
19,alpha0.2---w-0-1-2,0.80415
20,alpha0.2---w-0-1-2,0.80483
21,alpha0.2---w-0-1-2,0.80311
22,alpha0.2---w-0-1-2,0.81136
23,alpha0.2---w-0-1-2,0.8084
24,alpha0.2---w-0-1-2,0.80851
25,alpha0.2---w-0-1-2,0.81154
26,alpha0.2---w-0-1-2,0.80372
27,alpha0.2---w-0-1-2,0.80589
28,alpha0.2---w-0-1-2,0.79833
29,alpha0.2---w-0-1-2,0.81108
30,alpha0.2---w-0-1-2,0.8039
1,alpha0.8---w-0-1-1,0.80337
2,alpha0.2---w-0-2-1,0.79981
3,alpha0.2---w-0-2-1,0.80484
4,alpha0.2---w-0-2-1,0.80001
5,alpha0.2---w-0-2-1,0.80448
6,alpha0.2---w-0-2-1,0.80175
7,alpha0.2---w-0-2-1,0.8077
8,alpha0.2---w-0-2-1,0.80352
9,alpha0.2---w-0-2-1,0.80832
10,alpha0.2---w-0-2-1,0.80369
11,alpha0.2---w-0-2-1,0.81326
12,alpha0.2---w-0-2-1,0.80172
13,alpha0.2---w-0-2-1,0.80664
14,alpha0.2---w-0-2-1,0.80778
15,alpha0.2---w-0-2-1,0.80061
16,alpha0.2---w-0-2-1,0.80442
17,alpha0.2---w-0-2-1,0.80616
18,alpha0.2---w-0-2-1,0.80561
19,alpha0.2---w-0-2-1,0.8025
20,alpha0.2---w-0-2-1,0.80316
21,alpha0.2---w-0-2-1,0.80153
22,alpha0.2---w-0-2-1,0.81002
23,alpha0.2---w-0-2-1,0.80752
24,alpha0.2---w-0-2-1,0.80703
25,alpha0.2---w-0-2-1,0.80948
26,alpha0.2---w-0-2-1,0.80278
27,alpha0.2---w-0-2-1,0.80492
28,alpha0.2---w-0-2-1,0.79689
29,alpha0.2---w-0-2-1,0.80965
30,alpha0.2---w-0-2-1,0.80244
1,alpha0.8---w-0-1-2,0.80347
2,alpha0.2---w-1-0-2,0.80212
3,alpha0.2---w-1-0-2,0.80712
4,alpha0.2---w-1-0-2,0.80038
5,alpha0.2---w-1-0-2,0.80589
6,alpha0.2---w-1-0-2,0.80288
7,alpha0.2---w-1-0-2,0.80932
8,alpha0.2---w-1-0-2,0.80394
9,alpha0.2---w-1-0-2,0.80897
10,alpha0.2---w-1-0-2,0.80542
11,alpha0.2---w-1-0-2,0.81527
12,alpha0.2---w-1-0-2,0.80307
13,alpha0.2---w-1-0-2,0.80855
14,alpha0.2---w-1-0-2,0.8097
15,alpha0.2---w-1-0-2,0.80147
16,alpha0.2---w-1-0-2,0.80594
17,alpha0.2---w-1-0-2,0.80682
18,alpha0.2---w-1-0-2,0.80776
19,alpha0.2---w-1-0-2,0.80483
20,alpha0.2---w-1-0-2,0.80511
21,alpha0.2---w-1-0-2,0.80349
22,alpha0.2---w-1-0-2,0.81121
23,alpha0.2---w-1-0-2,0.80849
24,alpha0.2---w-1-0-2,0.80892
25,alpha0.2---w-1-0-2,0.8122
26,alpha0.2---w-1-0-2,0.80384
27,alpha0.2---w-1-0-2,0.80593
28,alpha0.2---w-1-0-2,0.79847
29,alpha0.2---w-1-0-2,0.81117
30,alpha0.2---w-1-0-2,0.80431
1,alpha0.8---w-0-2-1,0.80336
2,alpha0.2---w-1-1-1,0.79818
3,alpha0.2---w-1-1-1,0.80339
4,alpha0.2---w-1-1-1,0.79755
5,alpha0.2---w-1-1-1,0.80278
6,alpha0.2---w-1-1-1,0.79975
7,alpha0.2---w-1-1-1,0.80569
8,alpha0.2---w-1-1-1,0.80107
9,alpha0.2---w-1-1-1,0.80604
10,alpha0.2---w-1-1-1,0.80193
11,alpha0.2---w-1-1-1,0.81166
12,alpha0.2---w-1-1-1,0.79954
13,alpha0.2---w-1-1-1,0.80534
14,alpha0.2---w-1-1-1,0.8062
15,alpha0.2---w-1-1-1,0.79845
16,alpha0.2---w-1-1-1,0.80275
17,alpha0.2---w-1-1-1,0.80396
18,alpha0.2---w-1-1-1,0.80395
19,alpha0.2---w-1-1-1,0.80112
20,alpha0.2---w-1-1-1,0.80154
21,alpha0.2---w-1-1-1,0.80005
22,alpha0.2---w-1-1-1,0.80782
23,alpha0.2---w-1-1-1,0.80574
24,alpha0.2---w-1-1-1,0.80558
25,alpha0.2---w-1-1-1,0.80845
26,alpha0.2---w-1-1-1,0.80078
27,alpha0.2---w-1-1-1,0.80315
28,alpha0.2---w-1-1-1,0.79493
29,alpha0.2---w-1-1-1,0.8079
30,alpha0.2---w-1-1-1,0.80097
1,alpha0.8---w-1-0-1,0.8034
2,alpha0.2---w-1-2-0,0.79986
3,alpha0.2---w-1-2-0,0.8049
4,alpha0.2---w-1-2-0,0.79959
5,alpha0.2---w-1-2-0,0.80474
6,alpha0.2---w-1-2-0,0.80197
7,alpha0.2---w-1-2-0,0.80755
8,alpha0.2---w-1-2-0,0.80368
9,alpha0.2---w-1-2-0,0.80846
10,alpha0.2---w-1-2-0,0.80367
11,alpha0.2---w-1-2-0,0.81328
12,alpha0.2---w-1-2-0,0.80154
13,alpha0.2---w-1-2-0,0.80753
14,alpha0.2---w-1-2-0,0.80787
15,alpha0.2---w-1-2-0,0.80055
16,alpha0.2---w-1-2-0,0.80475
17,alpha0.2---w-1-2-0,0.80675
18,alpha0.2---w-1-2-0,0.80565
19,alpha0.2---w-1-2-0,0.80274
20,alpha0.2---w-1-2-0,0.80343
21,alpha0.2---w-1-2-0,0.80192
22,alpha0.2---w-1-2-0,0.80986
23,alpha0.2---w-1-2-0,0.80816
24,alpha0.2---w-1-2-0,0.80738
25,alpha0.2---w-1-2-0,0.80975
26,alpha0.2---w-1-2-0,0.803
27,alpha0.2---w-1-2-0,0.80566
28,alpha0.2---w-1-2-0,0.7968
29,alpha0.2---w-1-2-0,0.80966
30,alpha0.2---w-1-2-0,0.8032
1,alpha0.8---w-1-0-2,0.80349
2,alpha0.2---w-2-0-1,0.8006
3,alpha0.2---w-2-0-1,0.80562
4,alpha0.2---w-2-0-1,0.799
5,alpha0.2---w-2-0-1,0.80503
6,alpha0.2---w-2-0-1,0.80182
7,alpha0.2---w-2-0-1,0.80774
8,alpha0.2---w-2-0-1,0.80243
9,alpha0.2---w-2-0-1,0.8077
10,alpha0.2---w-2-0-1,0.804
11,alpha0.2---w-2-0-1,0.81362
12,alpha0.2---w-2-0-1,0.80136
13,alpha0.2---w-2-0-1,0.80805
14,alpha0.2---w-2-0-1,0.8084
15,alpha0.2---w-2-0-1,0.80022
16,alpha0.2---w-2-0-1,0.80486
17,alpha0.2---w-2-0-1,0.80561
18,alpha0.2---w-2-0-1,0.80634
19,alpha0.2---w-2-0-1,0.80357
20,alpha0.2---w-2-0-1,0.80368
21,alpha0.2---w-2-0-1,0.8024
22,alpha0.2---w-2-0-1,0.80953
23,alpha0.2---w-2-0-1,0.80782
24,alpha0.2---w-2-0-1,0.80774
25,alpha0.2---w-2-0-1,0.81089
26,alpha0.2---w-2-0-1,0.80282
27,alpha0.2---w-2-0-1,0.80512
28,alpha0.2---w-2-0-1,0.79699
29,alpha0.2---w-2-0-1,0.80997
30,alpha0.2---w-2-0-1,0.80341
1,alpha0.8---w-1-1-0,0.80334
2,alpha0.2---w-2-1-0,0.80017
3,alpha0.2---w-2-1-0,0.80525
4,alpha0.2---w-2-1-0,0.79916
5,alpha0.2---w-2-1-0,0.80505
6,alpha0.2---w-2-1-0,0.80188
7,alpha0.2---w-2-1-0,0.80763
8,alpha0.2---w-2-1-0,0.80303
9,alpha0.2---w-2-1-0,0.808
10,alpha0.2---w-2-1-0,0.80379
11,alpha0.2---w-2-1-0,0.81331
12,alpha0.2---w-2-1-0,0.80124
13,alpha0.2---w-2-1-0,0.80825
14,alpha0.2---w-2-1-0,0.80826
15,alpha0.2---w-2-1-0,0.80037
16,alpha0.2---w-2-1-0,0.80479
17,alpha0.2---w-2-1-0,0.80621
18,alpha0.2---w-2-1-0,0.80592
19,alpha0.2---w-2-1-0,0.80314
20,alpha0.2---w-2-1-0,0.80366
21,alpha0.2---w-2-1-0,0.8024
22,alpha0.2---w-2-1-0,0.80952
23,alpha0.2---w-2-1-0,0.80837
24,alpha0.2---w-2-1-0,0.80767
25,alpha0.2---w-2-1-0,0.8105
26,alpha0.2---w-2-1-0,0.80292
27,alpha0.2---w-2-1-0,0.80582
28,alpha0.2---w-2-1-0,0.79677
29,alpha0.2---w-2-1-0,0.80989
30,alpha0.2---w-2-1-0,0.80376
1,alpha0.8---w-1-1-1,0.80325
2,alpha0.2---w-0-1-1,0.80003
3,alpha0.2---w-0-1-1,0.80511
4,alpha0.2---w-0-1-1,0.79988
5,alpha0.2---w-0-1-1,0.80443
6,alpha0.2---w-0-1-1,0.80157
7,alpha0.2---w-0-1-1,0.80785
8,alpha0.2---w-0-1-1,0.80326
9,alpha0.2---w-0-1-1,0.80806
10,alpha0.2---w-0-1-1,0.80381
11,alpha0.2---w-0-1-1,0.81344
12,alpha0.2---w-0-1-1,0.80174
13,alpha0.2---w-0-1-1,0.80657
14,alpha0.2---w-0-1-1,0.80799
15,alpha0.2---w-0-1-1,0.80051
16,alpha0.2---w-0-1-1,0.80433
17,alpha0.2---w-0-1-1,0.8058
18,alpha0.2---w-0-1-1,0.80577
19,alpha0.2---w-0-1-1,0.80266
20,alpha0.2---w-0-1-1,0.80331
21,alpha0.2---w-0-1-1,0.80166
22,alpha0.2---w-0-1-1,0.81001
23,alpha0.2---w-0-1-1,0.80731
24,alpha0.2---w-0-1-1,0.80713
25,alpha0.2---w-0-1-1,0.80988
26,alpha0.2---w-0-1-1,0.80259
27,alpha0.2---w-0-1-1,0.80475
28,alpha0.2---w-0-1-1,0.79693
29,alpha0.2---w-0-1-1,0.80974
30,alpha0.2---w-0-1-1,0.80248
1,alpha0.8---w-1-2-0,0.80336
2,alpha0.2---w-1-0-1,0.80068
3,alpha0.2---w-1-0-1,0.80573
4,alpha0.2---w-1-0-1,0.79906
5,alpha0.2---w-1-0-1,0.80482
6,alpha0.2---w-1-0-1,0.80171
7,alpha0.2---w-1-0-1,0.80783
8,alpha0.2---w-1-0-1,0.80253
9,alpha0.2---w-1-0-1,0.8077
10,alpha0.2---w-1-0-1,0.80407
11,alpha0.2---w-1-0-1,0.81383
12,alpha0.2---w-1-0-1,0.80155
13,alpha0.2---w-1-0-1,0.80762
14,alpha0.2---w-1-0-1,0.80838
15,alpha0.2---w-1-0-1,0.8002
16,alpha0.2---w-1-0-1,0.8048
17,alpha0.2---w-1-0-1,0.80557
18,alpha0.2---w-1-0-1,0.80639
19,alpha0.2---w-1-0-1,0.80357
20,alpha0.2---w-1-0-1,0.80372
21,alpha0.2---w-1-0-1,0.80227
22,alpha0.2---w-1-0-1,0.80972
23,alpha0.2---w-1-0-1,0.80749
24,alpha0.2---w-1-0-1,0.8077
25,alpha0.2---w-1-0-1,0.8109
26,alpha0.2---w-1-0-1,0.80269
27,alpha0.2---w-1-0-1,0.80485
28,alpha0.2---w-1-0-1,0.79708
29,alpha0.2---w-1-0-1,0.80993
30,alpha0.2---w-1-0-1,0.80315
1,alpha0.8---w-2-0-1,0.80339
2,alpha0.2---w-1-1-0,0.79951
3,alpha0.2---w-1-1-0,0.80462
4,alpha0.2---w-1-1-0,0.79889
5,alpha0.2---w-1-1-0,0.8044
6,alpha0.2---w-1-1-0,0.80142
7,alpha0.2---w-1-1-0,0.80708
8,alpha0.2---w-1-1-0,0.80288
9,alpha0.2---w-1-1-0,0.80774
10,alpha0.2---w-1-1-0,0.80325
11,alpha0.2---w-1-1-0,0.81285
12,alpha0.2---w-1-1-0,0.80089
13,alpha0.2---w-1-1-0,0.80739
14,alpha0.2---w-1-1-0,0.8076
15,alpha0.2---w-1-1-0,0.79996
16,alpha0.2---w-1-1-0,0.8043
17,alpha0.2---w-1-1-0,0.806
18,alpha0.2---w-1-1-0,0.80528
19,alpha0.2---w-1-1-0,0.80246
20,alpha0.2---w-1-1-0,0.80307
21,alpha0.2---w-1-1-0,0.80168
22,alpha0.2---w-1-1-0,0.8092
23,alpha0.2---w-1-1-0,0.80779
24,alpha0.2---w-1-1-0,0.80707
25,alpha0.2---w-1-1-0,0.80969
26,alpha0.2---w-1-1-0,0.80246
27,alpha0.2---w-1-1-0,0.80527
28,alpha0.2---w-1-1-0,0.79628
29,alpha0.2---w-1-1-0,0.8093
30,alpha0.2---w-1-1-0,0.80299
1,alpha0.8---w-2-1-0,0.80337
2,alpha0.1---w-0-1-2,0.82367
3,alpha0.1---w-0-1-2,0.82993
4,alpha0.1---w-0-1-2,0.82324
5,alpha0.1---w-0-1-2,0.82723
6,alpha0.1---w-0-1-2,0.82524
7,alpha0.1---w-0-1-2,0.83227
8,alpha0.1---w-0-1-2,0.82795
9,alpha0.1---w-0-1-2,0.83099
10,alpha0.1---w-0-1-2,0.82777
11,alpha0.1---w-0-1-2,0.83746
12,alpha0.1---w-0-1-2,0.82461
13,alpha0.1---w-0-1-2,0.82999
14,alpha0.1---w-0-1-2,0.83246
15,alpha0.1---w-0-1-2,0.82395
16,alpha0.1---w-0-1-2,0.82793
17,alpha0.1---w-0-1-2,0.82793
18,alpha0.1---w-0-1-2,0.83061
19,alpha0.1---w-0-1-2,0.82654
20,alpha0.1---w-0-1-2,0.82788
21,alpha0.1---w-0-1-2,0.82531
22,alpha0.1---w-0-1-2,0.83394
23,alpha0.1---w-0-1-2,0.83089
24,alpha0.1---w-0-1-2,0.83041
25,alpha0.1---w-0-1-2,0.83343
26,alpha0.1---w-0-1-2,0.82661
27,alpha0.1---w-0-1-2,0.82783
28,alpha0.1---w-0-1-2,0.82001
29,alpha0.1---w-0-1-2,0.834
30,alpha0.1---w-0-1-2,0.82674
1,alpha0.9---w-0-1-1,0.82424
2,alpha0.1---w-0-2-1,0.82139
3,alpha0.1---w-0-2-1,0.82764
4,alpha0.1---w-0-2-1,0.82197
5,alpha0.1---w-0-2-1,0.82569
6,alpha0.1---w-0-2-1,0.82398
7,alpha0.1---w-0-2-1,0.83022
8,alpha0.1---w-0-2-1,0.82675
9,alpha0.1---w-0-2-1,0.82991
10,alpha0.1---w-0-2-1,0.82584
11,alpha0.1---w-0-2-1,0.83539
12,alpha0.1---w-0-2-1,0.82281
13,alpha0.1---w-0-2-1,0.8284
14,alpha0.1---w-0-2-1,0.83029
15,alpha0.1---w-0-2-1,0.82254
16,alpha0.1---w-0-2-1,0.82654
17,alpha0.1---w-0-2-1,0.82699
18,alpha0.1---w-0-2-1,0.82849
19,alpha0.1---w-0-2-1,0.82446
20,alpha0.1---w-0-2-1,0.82579
21,alpha0.1---w-0-2-1,0.82332
22,alpha0.1---w-0-2-1,0.83222
23,alpha0.1---w-0-2-1,0.82966
24,alpha0.1---w-0-2-1,0.82853
25,alpha0.1---w-0-2-1,0.8308
26,alpha0.1---w-0-2-1,0.82541
27,alpha0.1---w-0-2-1,0.82652
28,alpha0.1---w-0-2-1,0.81822
29,alpha0.1---w-0-2-1,0.83222
30,alpha0.1---w-0-2-1,0.82486
1,alpha0.9---w-0-1-2,0.82427
2,alpha0.1---w-1-0-2,0.8242
3,alpha0.1---w-1-0-2,0.83042
4,alpha0.1---w-1-0-2,0.82257
5,alpha0.1---w-1-0-2,0.82753
6,alpha0.1---w-1-0-2,0.82541
7,alpha0.1---w-1-0-2,0.83219
8,alpha0.1---w-1-0-2,0.82742
9,alpha0.1---w-1-0-2,0.83081
10,alpha0.1---w-1-0-2,0.82797
11,alpha0.1---w-1-0-2,0.83781
12,alpha0.1---w-1-0-2,0.82457
13,alpha0.1---w-1-0-2,0.83076
14,alpha0.1---w-1-0-2,0.83273
15,alpha0.1---w-1-0-2,0.82371
16,alpha0.1---w-1-0-2,0.82832
17,alpha0.1---w-1-0-2,0.82789
18,alpha0.1---w-1-0-2,0.83114
19,alpha0.1---w-1-0-2,0.82734
20,alpha0.1---w-1-0-2,0.82824
21,alpha0.1---w-1-0-2,0.82572
22,alpha0.1---w-1-0-2,0.83377
23,alpha0.1---w-1-0-2,0.83098
24,alpha0.1---w-1-0-2,0.83082
25,alpha0.1---w-1-0-2,0.83425
26,alpha0.1---w-1-0-2,0.82672
27,alpha0.1---w-1-0-2,0.82786
28,alpha0.1---w-1-0-2,0.82019
29,alpha0.1---w-1-0-2,0.83411
30,alpha0.1---w-1-0-2,0.82719
1,alpha0.9---w-0-2-1,0.82423
2,alpha0.1---w-1-1-1,0.81932
3,alpha0.1---w-1-1-1,0.82581
4,alpha0.1---w-1-1-1,0.81899
5,alpha0.1---w-1-1-1,0.8236
6,alpha0.1---w-1-1-1,0.82148
7,alpha0.1---w-1-1-1,0.82771
8,alpha0.1---w-1-1-1,0.82374
9,alpha0.1---w-1-1-1,0.82712
10,alpha0.1---w-1-1-1,0.82364
11,alpha0.1---w-1-1-1,0.83335
12,alpha0.1---w-1-1-1,0.82015
13,alpha0.1---w-1-1-1,0.82672
14,alpha0.1---w-1-1-1,0.82834
15,alpha0.1---w-1-1-1,0.81989
16,alpha0.1---w-1-1-1,0.82438
17,alpha0.1---w-1-1-1,0.82426
18,alpha0.1---w-1-1-1,0.82641
19,alpha0.1---w-1-1-1,0.82273
20,alpha0.1---w-1-1-1,0.8238
21,alpha0.1---w-1-1-1,0.82142
22,alpha0.1---w-1-1-1,0.82951
23,alpha0.1---w-1-1-1,0.82745
24,alpha0.1---w-1-1-1,0.82666
25,alpha0.1---w-1-1-1,0.82954
26,alpha0.1---w-1-1-1,0.82291
27,alpha0.1---w-1-1-1,0.82431
28,alpha0.1---w-1-1-1,0.81583
29,alpha0.1---w-1-1-1,0.83006
30,alpha0.1---w-1-1-1,0.823
1,alpha0.9---w-1-0-1,0.82426
2,alpha0.1---w-1-2-0,0.82137
3,alpha0.1---w-1-2-0,0.82765
4,alpha0.1---w-1-2-0,0.8214
5,alpha0.1---w-1-2-0,0.82593
6,alpha0.1---w-1-2-0,0.82415
7,alpha0.1---w-1-2-0,0.82998
8,alpha0.1---w-1-2-0,0.82679
9,alpha0.1---w-1-2-0,0.83003
10,alpha0.1---w-1-2-0,0.82576
11,alpha0.1---w-1-2-0,0.83534
12,alpha0.1---w-1-2-0,0.82256
13,alpha0.1---w-1-2-0,0.82934
14,alpha0.1---w-1-2-0,0.83032
15,alpha0.1---w-1-2-0,0.82239
16,alpha0.1---w-1-2-0,0.82683
17,alpha0.1---w-1-2-0,0.82759
18,alpha0.1---w-1-2-0,0.82846
19,alpha0.1---w-1-2-0,0.82466
20,alpha0.1---w-1-2-0,0.82609
21,alpha0.1---w-1-2-0,0.82367
